Acc,Sub-CC,Period,Year,Amount,Acc-Index,Position
52603,99 91,4,2020,3033.93,52603|99 91,614000
52604,99 91,4,2020,24374.42,52604|99 91,614000
52605,99 91,4,2020,104180,52605|99 91,614000
52606,99 91,4,2020,25100,52606|99 91,614000
52607,99 91,4,2020,105958.87,52607|99 91,614000
52608,99 91,4,2020,59331.3,52608|99 91,614000
52609,99 91,4,2020,38000,52609|99 91,614000
52610,99 91,4,2020,79483.29,52610|99 91,614000
52611,99 91,4,2020,131282.86,52611|99 91,614000
52613,99 91,4,2020,37618,52613|99 91,614000
52614,99 91,4,2020,115170.56,52614|99 91,614000
52617,99 91,4,2020,30320,52617|99 91,614000
52618,99 91,4,2020,71556.93,52618|99 91,614000
52619,99 91,4,2020,148469.78,52619|99 91,614000
52620,99 91,4,2020,430805,52620|99 91,614000
52621,99 91,4,2020,4014.42,52621|99 91,614000
52699,99 91,4,2020,20.86,52699|99 91,614000
52701,43 11,4,2020,57534.48,52701|43 11,613000
52703,11 18,4,2020,2473.91,52703|11 18,614000
52703,42 62,4,2020,710.25,52703|42 62,614000
52703,42 63,4,2020,7026.4,52703|42 63,614000
52703,42 64,4,2020,1318.19,52703|42 64,614000
52703,42 67,4,2020,1585.01,52703|42 67,614000
52703,42 78,4,2020,2515,52703|42 78,614000
52703,42 84,4,2020,18141.78,52703|42 84,614000
52703,44 21,4,2020,6711.94,52703|44 21,614000
52703,44 25,4,2020,30773.3,52703|44 25,614000
52704,11 11,4,2020,2400,52704|11 11,614000
52704,11 13,4,2020,-3089.76,52704|11 13,614000
52704,11 18,4,2020,74231.83,52704|11 18,614000
52704,14 31,4,2020,39046.44,52704|14 31,614000
52704,42 61,4,2020,20220.86,52704|42 61,614000
52704,42 62,4,2020,16402.42,52704|42 62,614000
52704,42 63,4,2020,533445.22,52704|42 63,614000
52704,42 64,4,2020,24342.06,52704|42 64,614000
52704,42 67,4,2020,14103.35,52704|42 67,614000
52704,42 68,4,2020,44537.85,52704|42 68,614000
52704,42 78,4,2020,90893.12,52704|42 78,614000
52704,42 82,4,2020,67798.15,52704|42 82,614000
52704,42 84,4,2020,850746.87,52704|42 84,614000
52704,43 11,4,2020,1520889.07,52704|43 11,614000
52704,44 21,4,2020,13942.5,52704|44 21,614000
52704,44 25,4,2020,444413.1,52704|44 25,614000
